Order ID,Order Date,Customer ID,Product ID,Warehouse ID,Quantity,Shipping Method,Shipping Status,Delivery Date,Delivery Time,Unit Price,Revenue
O-00715,6/6/2025,C093,P011,W3,54,Freight,Delivered,6/8/2025,2,,0
O-00716,3/25/2025,C059,P007,W3,78,Ground,Delivered,3/29/2025,4,,0
O-00717,1/12/2025,C095,P006,W1,81,Ground,Pending,,,,0
O-00718,4/27/2025,C032,P006,W2,44,Air,In Transit,,,,0
O-00719,2/19/2025,C047,P012,W3,46,Air,Delivered,2/22/2025,3,,0
O-00720,3/14/2025,C017,P005,W3,81,Freight,Pending,,,,0
O-00721,6/22/2025,C005,P001,W2,29,Freight,Pending,,,,0
O-00722,6/15/2025,C095,P010,W1,40,Air,In Transit,,,,0
O-00723,6/2/2025,C084,P004,W2,28,Freight,In Transit,,,,0
O-00724,6/25/2025,C071,P012,W1,1,Freight,In Transit,,,,0
O-00725,3/14/2025,C080,P015,W1,79,Air,In Transit,,,,0
O-00726,1/24/2025,C054,P014,W1,53,Freight,In Transit,,,,0
O-00727,3/25/2025,C078,P004,W2,53,Air,Delivered,3/29/2025,4,,0
O-00728,3/6/2025,C031,P007,W1,5,Freight,Pending,,,,0
O-00729,3/5/2025,C087,P005,W2,1,Air,Delivered,3/10/2025,5,,0
O-00730,3/15/2025,C002,P001,W2,84,Freight,Pending,,,,0
O-00731,5/10/2025,C063,P014,W1,12,Freight,In Transit,,,,0
O-00732,1/31/2025,C074,P003,W1,18,Air,Delivered,2/6/2025,6,,0
O-00733,4/21/2025,C004,P010,W3,39,Air,Delivered,4/27/2025,6,,0
O-00734,3/14/2025,C054,P010,W2,88,Air,Delivered,3/19/2025,5,,0
O-00735,3/4/2025,C085,P013,W1,90,Ground,Delivered,3/6/2025,2,,0
O-00736,3/16/2025,C077,P012,W2,95,Freight,Delivered,3/20/2025,4,,0
O-00737,4/20/2025,C077,P004,W1,60,Ground,In Transit,,,,0
O-00738,4/28/2025,C033,P002,W1,22,Ground,Delivered,5/4/2025,6,,0
O-00739,1/5/2025,C029,P002,W3,39,Ground,Delivered,1/8/2025,3,,0
O-00740,1/22/2025,C042,P004,W1,83,Air,Delivered,1/28/2025,6,,0
O-00741,5/13/2025,C091,P011,W2,100,Freight,Delivered,5/20/2025,7,,0
O-00742,1/23/2025,C036,P011,W3,97,Air,Pending,,,,0
O-00743,6/12/2025,C094,P007,W3,43,Ground,Pending,,,,0
O-00744,1/10/2025,C006,P009,W1,66,Ground,In Transit,,,,0
O-00745,4/14/2025,C086,P005,W1,48,Ground,In Transit,,,,0
O-00746,5/8/2025,C090,P006,W2,96,Ground,Delivered,5/13/2025,5,,0
O-00747,5/9/2025,C064,P008,W1,27,Air,In Transit,,,,0
O-00748,3/17/2025,C031,P007,W2,79,Ground,Pending,,,,0
O-00749,6/19/2025,C061,P003,W3,51,Freight,Delivered,6/22/2025,3,,0
O-00750,4/28/2025,C053,P002,W2,23,Freight,Pending,,,,0
O-00751,5/14/2025,C092,P014,W1,89,Air,In Transit,,,,0
O-00752,2/4/2025,C066,P006,W3,13,Air,Delivered,2/11/2025,7,,0
O-00753,6/8/2025,C030,P001,W3,64,Freight,In Transit,,,,0
O-00754,4/29/2025,C023,P006,W1,12,Freight,Delivered,5/4/2025,5,,0
O-00755,3/15/2025,C085,P004,W1,45,Air,Delivered,3/18/2025,3,,0
O-00756,1/14/2025,C066,P002,W1,64,Air,In Transit,,,,0
O-00757,1/13/2025,C062,P010,W2,35,Air,Delivered,1/15/2025,2,,0
O-00758,1/25/2025,C084,P002,W3,34,Air,Delivered,1/31/2025,6,,0
O-00759,6/12/2025,C023,P007,W2,52,Ground,In Transit,,,,0
O-00760,4/10/2025,C100,P013,W3,81,Freight,Delivered,4/17/2025,7,,0
O-00761,1/1/2025,C044,P011,W1,38,Ground,Pending,,,,0
O-00762,2/4/2025,C005,P011,W1,54,Ground,Pending,,,,0
O-00763,5/13/2025,C085,P005,W1,85,Air,In Transit,,,,0
O-00764,3/17/2025,C050,P014,W3,54,Ground,In Transit,,,,0
O-00765,5/13/2025,C096,P012,W3,47,Freight,Pending,,,,0
O-00766,3/5/2025,C010,P015,W2,16,Ground,Pending,,,,0
O-00767,6/22/2025,C053,P014,W2,33,Air,Delivered,6/27/2025,5,,0
O-00768,1/6/2025,C079,P003,W2,30,Freight,Delivered,1/11/2025,5,,0
O-00769,6/18/2025,C077,P002,W1,14,Ground,Pending,,,,0
O-00770,3/28/2025,C032,P015,W3,99,Air,Delivered,4/4/2025,7,,0
O-00771,6/6/2025,C009,P014,W2,40,Ground,In Transit,,,,0
O-00772,1/12/2025,C076,P014,W3,33,Ground,Delivered,1/14/2025,2,,0
O-00773,5/26/2025,C030,P014,W2,97,Air,Delivered,5/28/2025,2,,0
O-00774,3/25/2025,C045,P010,W1,50,Air,In Transit,,,,0
O-00775,5/16/2025,C073,P010,W1,99,Ground,In Transit,,,,0
O-00776,4/30/2025,C083,P002,W2,21,Freight,Delivered,5/6/2025,6,,0
O-00777,6/21/2025,C034,P007,W3,86,Freight,Delivered,6/24/2025,3,,0
O-00778,1/1/2025,C052,P013,W2,39,Ground,In Transit,,,,0
O-00779,1/11/2025,C047,P003,W3,58,Freight,Pending,,,,0
O-00780,4/8/2025,C050,P013,W2,13,Air,In Transit,,,,0
O-00781,4/9/2025,C072,P014,W1,2,Freight,Pending,,,,0
O-00782,3/2/2025,C024,P005,W3,87,Air,Pending,,,,0
O-00783,6/17/2025,C050,P004,W1,65,Ground,Delivered,6/22/2025,5,,0
O-00784,3/19/2025,C038,P004,W2,33,Air,In Transit,,,,0
O-00785,2/25/2025,C049,P001,W1,11,Air,In Transit,,,,0
O-00786,4/30/2025,C064,P001,W1,68,Ground,Pending,,,,0
O-00787,2/19/2025,C016,P002,W3,50,Ground,In Transit,,,,0
O-00788,4/20/2025,C026,P011,W2,94,Freight,Pending,,,,0
O-00789,4/29/2025,C036,P004,W3,76,Ground,In Transit,,,,0
O-00790,2/13/2025,C069,P015,W3,36,Freight,Pending,,,,0
O-00791,2/20/2025,C032,P014,W1,17,Ground,In Transit,,,,0
O-00792,3/26/2025,C092,P005,W3,23,Ground,Pending,,,,0
O-00793,3/5/2025,C010,P014,W3,53,Ground,Delivered,3/7/2025,2,,0
O-00794,2/8/2025,C020,P014,W3,64,Air,Pending,,,,0
O-00795,5/16/2025,C004,P009,W3,82,Air,Pending,,,,0
O-00796,5/2/2025,C006,P014,W3,3,Air,In Transit,,,,0
O-00797,2/8/2025,C063,P013,W2,6,Air,In Transit,,,,0
O-00798,6/20/2025,C019,P002,W2,25,Freight,Pending,,,,0
O-00799,6/23/2025,C024,P012,W2,7,Air,Pending,,,,0
O-00800,6/11/2025,C026,P009,W1,9,Air,Pending,,,,0
O-00801,4/14/2025,C017,P007,W3,40,Freight,In Transit,,,,0
O-00802,4/29/2025,C018,P009,W1,51,Freight,Pending,,,,0
O-00803,3/31/2025,C049,P003,W1,60,Ground,Delivered,4/6/2025,6,,0
O-00804,2/10/2025,C076,P014,W3,22,Freight,Delivered,2/12/2025,2,,0
O-00805,3/24/2025,C037,P008,W2,19,Air,Delivered,3/30/2025,6,,0
O-00806,3/30/2025,C042,P006,W2,34,Ground,Delivered,4/3/2025,4,,0
O-00807,6/26/2025,C049,P010,W3,40,Air,Delivered,7/1/2025,5,,0
O-00808,5/14/2025,C086,P007,W1,79,Air,Delivered,5/20/2025,6,,0
O-00809,1/22/2025,C100,P015,W2,89,Freight,In Transit,,,,0
O-00810,5/18/2025,C030,P001,W2,56,Ground,Pending,,,,0
O-00811,3/6/2025,C035,P002,W1,96,Air,In Transit,,,,0
O-00812,6/19/2025,C004,P001,W2,79,Ground,Delivered,6/24/2025,5,,0
O-00813,1/23/2025,C076,P001,W2,8,Ground,In Transit,,,,0
O-00814,6/10/2025,C063,P013,W1,80,Air,Pending,,,,0
O-00815,1/13/2025,C094,P006,W1,41,Air,Delivered,1/15/2025,2,,0
O-00816,5/31/2025,C089,P008,W3,84,Ground,Pending,,,,0
O-00817,1/26/2025,C040,P005,W1,57,Ground,In Transit,,,,0
O-00818,5/16/2025,C046,P003,W1,90,Ground,Delivered,5/23/2025,7,,0
O-00819,2/2/2025,C055,P013,W1,10,Freight,Pending,,,,0
O-00820,4/13/2025,C037,P012,W2,24,Freight,In Transit,,,,0
O-00821,6/28/2025,C057,P009,W3,22,Ground,Pending,,,,0
O-00822,6/17/2025,C019,P008,W2,29,Freight,Pending,,,,0
O-00823,5/26/2025,C084,P012,W2,88,Air,Pending,,,,0
O-00824,4/15/2025,C099,P011,W3,57,Air,Pending,,,,0
O-00825,3/5/2025,C051,P005,W2,24,Ground,In Transit,,,,0
O-00826,1/10/2025,C075,P010,W2,66,Air,Delivered,1/17/2025,7,,0
O-00827,1/21/2025,C029,P003,W1,21,Air,Pending,,,,0
O-00828,5/3/2025,C006,P008,W2,40,Air,Delivered,5/10/2025,7,,0
O-00829,6/2/2025,C090,P015,W1,67,Freight,Pending,,,,0
O-00830,6/23/2025,C016,P002,W1,84,Air,In Transit,,,,0
O-00831,2/14/2025,C061,P004,W2,7,Ground,In Transit,,,,0
O-00832,3/20/2025,C077,P008,W1,13,Ground,In Transit,,,,0
O-00833,1/13/2025,C032,P001,W1,92,Freight,Pending,,,,0
O-00834,4/28/2025,C016,P012,W1,94,Ground,Pending,,,,0
O-00835,1/11/2025,C069,P003,W2,72,Ground,Delivered,1/17/2025,6,,0
O-00836,3/23/2025,C004,P001,W3,69,Ground,Delivered,3/27/2025,4,,0
O-00837,1/9/2025,C002,P010,W1,28,Freight,Delivered,1/13/2025,4,,0
O-00838,6/21/2025,C056,P002,W1,65,Freight,Delivered,6/27/2025,6,,0
O-00839,5/31/2025,C098,P004,W3,83,Air,In Transit,,,,0
O-00840,6/25/2025,C083,P001,W2,1,Air,Delivered,6/30/2025,5,,0
O-00841,3/17/2025,C040,P014,W2,2,Ground,In Transit,,,,0
O-00842,1/17/2025,C067,P005,W3,53,Freight,Pending,,,,0
O-00843,2/3/2025,C071,P010,W1,93,Air,In Transit,,,,0
O-00844,4/11/2025,C017,P001,W3,73,Ground,Delivered,4/18/2025,7,,0
O-00845,2/1/2025,C049,P006,W1,11,Freight,In Transit,,,,0
O-00846,6/15/2025,C052,P001,W2,6,Air,Pending,,,,0
O-00847,6/12/2025,C047,P012,W2,33,Freight,Pending,,,,0
O-00848,5/5/2025,C041,P006,W2,50,Freight,In Transit,,,,0
O-00849,5/28/2025,C022,P012,W1,99,Ground,Pending,,,,0
O-00850,5/1/2025,C052,P012,W3,16,Freight,Delivered,5/3/2025,2,,0
O-00851,5/12/2025,C044,P009,W2,61,Air,Delivered,5/18/2025,6,,0
O-00852,4/5/2025,C048,P001,W2,31,Freight,Delivered,4/10/2025,5,,0
O-00853,6/23/2025,C096,P013,W3,76,Air,In Transit,,,,0
O-00854,1/16/2025,C022,P013,W2,66,Air,In Transit,,,,0
O-00855,4/20/2025,C099,P014,W2,57,Air,Delivered,4/23/2025,3,,0
O-00856,3/13/2025,C040,P008,W3,3,Ground,In Transit,,,,0
O-00857,3/18/2025,C019,P010,W3,18,Ground,In Transit,,,,0
O-00858,4/19/2025,C042,P004,W1,10,Ground,Delivered,4/21/2025,2,,0
O-00859,4/13/2025,C070,P002,W3,58,Ground,Pending,,,,0
O-00860,5/5/2025,C082,P012,W1,4,Air,In Transit,,,,0
O-00861,3/13/2025,C070,P005,W1,50,Ground,Delivered,3/17/2025,4,,0
O-00862,5/2/2025,C053,P005,W1,37,Ground,In Transit,,,,0
O-00863,2/10/2025,C080,P001,W2,18,Freight,Pending,,,,0
O-00864,1/18/2025,C057,P009,W1,94,Ground,Delivered,1/20/2025,2,,0
O-00865,6/24/2025,C018,P015,W1,7,Ground,In Transit,,,,0
O-00866,4/17/2025,C077,P014,W1,59,Freight,In Transit,,,,0
O-00867,5/9/2025,C006,P005,W3,19,Air,In Transit,,,,0
O-00868,2/28/2025,C028,P013,W3,99,Freight,Delivered,3/6/2025,6,,0
O-00869,5/7/2025,C076,P008,W2,61,Ground,Delivered,5/9/2025,2,,0
O-00870,1/3/2025,C086,P012,W2,82,Freight,Pending,,,,0
O-00871,1/15/2025,C079,P011,W3,60,Freight,Pending,,,,0
O-00872,4/26/2025,C016,P012,W3,19,Air,Delivered,4/29/2025,3,,0
O-00873,3/28/2025,C002,P005,W1,56,Air,Pending,,,,0
O-00874,5/28/2025,C085,P009,W3,58,Freight,Pending,,,,0
O-00875,6/13/2025,C006,P014,W1,61,Ground,In Transit,,,,0
O-00876,6/28/2025,C048,P014,W1,34,Freight,Pending,,,,0
O-00877,6/16/2025,C053,P005,W1,40,Air,Delivered,6/21/2025,5,,0
O-00878,5/12/2025,C023,P009,W1,1,Ground,Delivered,5/17/2025,5,,0
O-00879,1/18/2025,C078,P015,W2,54,Freight,Pending,,,,0
O-00880,6/25/2025,C068,P015,W3,55,Air,Pending,,,,0
O-00881,6/10/2025,C085,P009,W3,33,Ground,Delivered,6/14/2025,4,,0
O-00882,5/18/2025,C041,P013,W2,26,Ground,Delivered,5/23/2025,5,,0
O-00883,5/29/2025,C005,P015,W2,71,Freight,Pending,,,,0
O-00884,1/8/2025,C007,P003,W1,19,Air,Delivered,1/12/2025,4,,0
O-00885,3/28/2025,C041,P007,W2,64,Freight,In Transit,,,,0
O-00886,6/6/2025,C087,P013,W2,85,Freight,Delivered,6/11/2025,5,,0
O-00887,6/21/2025,C009,P012,W3,85,Air,In Transit,,,,0
O-00888,6/8/2025,C026,P007,W2,59,Ground,Pending,,,,0
O-00889,6/10/2025,C074,P001,W3,86,Air,Delivered,6/12/2025,2,,0
O-00890,6/9/2025,C022,P008,W3,19,Air,Pending,,,,0
O-00891,5/30/2025,C023,P012,W3,20,Air,Pending,,,,0
O-00892,3/15/2025,C053,P014,W3,31,Air,Delivered,3/20/2025,5,,0
O-00893,2/26/2025,C085,P014,W1,65,Freight,In Transit,,,,0
O-00894,4/3/2025,C071,P003,W1,1,Ground,Pending,,,,0
O-00895,2/7/2025,C030,P010,W3,99,Air,Delivered,2/9/2025,2,,0
O-00896,5/15/2025,C031,P001,W2,41,Freight,Pending,,,,0
O-00897,3/29/2025,C066,P006,W1,49,Ground,Pending,,,,0
O-00898,5/23/2025,C093,P013,W1,86,Freight,Delivered,5/26/2025,3,,0
O-00899,3/17/2025,C066,P012,W2,75,Air,In Transit,,,,0
O-00900,2/26/2025,C069,P011,W3,39,Freight,Pending,,,,0
O-00901,5/17/2025,C082,P014,W2,29,Freight,In Transit,,,,0
O-00902,6/15/2025,C091,P013,W1,23,Freight,Delivered,6/22/2025,7,,0
O-00903,6/25/2025,C069,P005,W2,3,Ground,Pending,,,,0
O-00904,5/22/2025,C093,P009,W2,99,Air,Delivered,5/28/2025,6,,0
O-00905,4/25/2025,C068,P009,W2,44,Air,In Transit,,,,0
O-00906,2/27/2025,C006,P002,W3,5,Air,Pending,,,,0
O-00907,5/1/2025,C055,P004,W3,41,Air,Delivered,5/7/2025,6,,0
O-00908,2/22/2025,C038,P001,W1,87,Freight,Delivered,2/25/2025,3,,0
O-00909,3/5/2025,C091,P006,W1,41,Ground,In Transit,,,,0
O-00910,6/7/2025,C049,P014,W3,9,Air,Delivered,6/10/2025,3,,0
O-00911,2/14/2025,C097,P001,W2,30,Ground,In Transit,,,,0
O-00912,6/3/2025,C038,P003,W3,23,Air,Pending,,,,0
O-00913,1/8/2025,C045,P014,W1,21,Freight,In Transit,,,,0
O-00914,4/17/2025,C035,P001,W3,7,Freight,In Transit,,,,0
O-00915,5/16/2025,C057,P013,W1,48,Freight,In Transit,,,,0
O-00916,2/4/2025,C078,P004,W3,52,Ground,Pending,,,,0
O-00917,2/20/2025,C006,P005,W2,20,Ground,Delivered,2/22/2025,2,,0
O-00918,4/14/2025,C018,P014,W2,71,Air,In Transit,,,,0
O-00919,2/13/2025,C074,P008,W2,96,Ground,Pending,,,,0
O-00920,6/9/2025,C016,P002,W1,94,Air,Delivered,6/16/2025,7,,0
O-00921,5/19/2025,C050,P010,W1,62,Ground,Pending,,,,0
O-00922,4/22/2025,C008,P011,W3,81,Ground,Pending,,,,0
O-00923,1/22/2025,C073,P014,W1,80,Air,Pending,,,,0
O-00924,2/25/2025,C044,P011,W1,37,Freight,Pending,,,,0
O-00925,5/25/2025,C082,P014,W1,45,Ground,In Transit,,,,0
O-00926,6/21/2025,C040,P010,W2,60,Freight,Delivered,6/23/2025,2,,0
O-00927,5/9/2025,C021,P006,W1,50,Freight,Pending,,,,0
O-00928,6/21/2025,C033,P013,W3,20,Air,In Transit,,,,0
O-00929,2/4/2025,C072,P002,W1,88,Freight,Delivered,2/7/2025,3,,0
O-00930,6/17/2025,C007,P003,W1,80,Freight,Delivered,6/21/2025,4,,0
O-00931,4/3/2025,C063,P005,W2,70,Ground,Delivered,4/6/2025,3,,0
O-00932,2/18/2025,C021,P014,W3,71,Freight,Delivered,2/22/2025,4,,0
O-00933,4/27/2025,C039,P003,W1,65,Ground,In Transit,,,,0
O-00934,1/18/2025,C010,P009,W2,8,Ground,In Transit,,,,0
O-00935,1/27/2025,C042,P002,W1,14,Ground,In Transit,,,,0
O-00936,3/19/2025,C072,P001,W2,20,Freight,Pending,,,,0
O-00937,4/3/2025,C016,P011,W3,68,Freight,In Transit,,,,0
O-00938,4/11/2025,C014,P008,W3,28,Freight,Delivered,4/14/2025,3,,0
O-00939,6/26/2025,C066,P013,W1,59,Ground,Pending,,,,0
O-00940,6/20/2025,C090,P001,W2,13,Air,Delivered,6/22/2025,2,,0
O-00941,3/20/2025,C062,P006,W1,56,Freight,Pending,,,,0
O-00942,5/29/2025,C012,P006,W1,71,Freight,Delivered,5/31/2025,2,,0
O-00943,5/5/2025,C083,P015,W1,91,Air,In Transit,,,,0
O-00944,5/29/2025,C042,P005,W2,100,Ground,In Transit,,,,0
O-00945,4/3/2025,C092,P001,W1,87,Ground,In Transit,,,,0
O-00946,5/5/2025,C075,P009,W1,15,Air,In Transit,,,,0
O-00947,3/2/2025,C080,P007,W2,20,Air,Delivered,3/6/2025,4,,0
O-00948,3/29/2025,C011,P012,W3,38,Air,In Transit,,,,0
O-00949,3/21/2025,C062,P008,W1,46,Ground,Delivered,3/27/2025,6,,0
O-00950,2/5/2025,C016,P004,W3,77,Freight,Pending,,,,0
O-00951,4/27/2025,C030,P002,W3,81,Freight,In Transit,,,,0
O-00952,2/23/2025,C081,P002,W2,22,Air,Delivered,2/25/2025,2,,0
O-00953,2/6/2025,C037,P004,W2,37,Freight,Pending,,,,0
O-00954,1/13/2025,C045,P015,W1,58,Ground,Pending,,,,0
O-00955,6/16/2025,C026,P008,W1,14,Ground,Pending,,,,0
O-00956,6/6/2025,C039,P005,W3,98,Ground,Delivered,6/11/2025,5,,0
O-00957,3/10/2025,C082,P015,W1,100,Freight,Pending,,,,0
O-00958,6/9/2025,C042,P013,W2,6,Freight,Pending,,,,0
O-00959,1/15/2025,C021,P006,W1,17,Freight,Delivered,1/19/2025,4,,0
O-00960,6/21/2025,C003,P007,W2,70,Ground,Delivered,6/24/2025,3,,0
O-00961,2/8/2025,C054,P014,W2,25,Ground,In Transit,,,,0
O-00962,5/21/2025,C099,P014,W3,4,Air,Pending,,,,0
O-00963,4/6/2025,C078,P014,W3,95,Ground,Delivered,4/8/2025,2,,0
O-00964,3/21/2025,C092,P015,W3,47,Ground,Delivered,3/27/2025,6,,0
O-00965,2/28/2025,C075,P002,W2,87,Freight,In Transit,,,,0
O-00966,6/12/2025,C044,P011,W1,86,Freight,Delivered,6/18/2025,6,,0
O-00967,1/6/2025,C045,P013,W1,85,Freight,Pending,,,,0
O-00968,5/25/2025,C100,P003,W1,1,Freight,Delivered,6/1/2025,7,,0
O-00969,5/1/2025,C041,P004,W1,34,Freight,Delivered,5/7/2025,6,,0
O-00970,1/8/2025,C054,P015,W1,85,Ground,In Transit,,,,0
O-00971,2/23/2025,C027,P002,W3,27,Ground,In Transit,,,,0
O-00972,3/27/2025,C015,P008,W3,88,Freight,In Transit,,,,0
O-00973,2/9/2025,C087,P014,W1,45,Air,Delivered,2/12/2025,3,,0
O-00974,2/8/2025,C044,P008,W1,50,Ground,In Transit,,,,0
O-00975,1/20/2025,C064,P001,W2,24,Ground,Pending,,,,0
O-00976,3/9/2025,C018,P008,W3,88,Ground,Delivered,3/12/2025,3,,0
O-00977,4/14/2025,C036,P010,W3,47,Air,Pending,,,,0
O-00978,3/31/2025,C001,P006,W1,16,Air,Delivered,4/3/2025,3,,0
O-00979,1/17/2025,C092,P008,W2,87,Freight,Delivered,1/23/2025,6,,0
O-00980,3/19/2025,C011,P001,W1,8,Freight,Delivered,3/22/2025,3,,0
O-00981,1/26/2025,C012,P006,W2,41,Ground,Pending,,,,0
O-00982,6/2/2025,C089,P011,W2,13,Air,In Transit,,,,0
O-00983,3/21/2025,C006,P003,W3,14,Ground,Pending,,,,0
O-00984,5/9/2025,C035,P011,W1,52,Air,Delivered,5/13/2025,4,,0
O-00985,3/19/2025,C050,P007,W2,48,Freight,Pending,,,,0
O-00986,1/22/2025,C077,P004,W3,81,Air,Delivered,1/27/2025,5,,0
O-00987,6/18/2025,C067,P013,W2,19,Air,Pending,,,,0
O-00988,3/22/2025,C022,P014,W3,42,Air,Delivered,3/26/2025,4,,0
O-00989,5/29/2025,C025,P001,W2,19,Air,Pending,,,,0
O-00990,5/17/2025,C035,P008,W2,24,Freight,Delivered,5/20/2025,3,,0
O-00991,6/25/2025,C005,P011,W3,31,Ground,Pending,,,,0
O-00992,3/16/2025,C010,P014,W1,69,Air,Delivered,3/23/2025,7,,0
O-00993,5/14/2025,C097,P005,W2,48,Air,Pending,,,,0
O-00994,5/15/2025,C083,P012,W3,8,Ground,In Transit,,,,0
O-00995,2/17/2025,C079,P014,W1,26,Ground,Delivered,2/24/2025,7,,0
O-00996,4/18/2025,C004,P006,W2,98,Freight,Pending,,,,0
O-00997,1/25/2025,C017,P015,W1,35,Freight,Delivered,2/1/2025,7,,0
O-00998,5/5/2025,C050,P006,W2,65,Ground,Delivered,5/12/2025,7,,0
O-00999,4/20/2025,C074,P014,W3,65,Freight,In Transit,,,,0
O-01000,1/13/2025,C098,P002,W1,69,Air,In Transit,,,,0
O-01001,4/25/2025,C094,P003,W1,14,Air,Pending,,,,0
O-01002,1/6/2025,C091,P009,W1,18,Freight,Delivered,1/8/2025,2,,0
O-01003,5/11/2025,C001,P014,W2,57,Air,Pending,,,,0
O-01004,6/26/2025,C083,P007,W1,13,Ground,Pending,,,,0
O-01005,1/1/2025,C041,P001,W1,47,Ground,Delivered,1/4/2025,3,,0
O-01006,1/19/2025,C021,P002,W1,29,Freight,Delivered,1/22/2025,3,,0
O-01007,3/5/2025,C010,P014,W1,10,Freight,In Transit,,,,0
O-01008,6/11/2025,C003,P001,W3,25,Ground,Delivered,6/17/2025,6,,0
O-01009,4/9/2025,C047,P001,W1,17,Ground,In Transit,,,,0
O-01010,4/23/2025,C082,P003,W2,98,Air,In Transit,,,,0
O-01011,2/27/2025,C053,P010,W2,43,Freight,In Transit,,,,0
O-01012,1/3/2025,C015,P005,W2,70,Ground,Pending,,,,0
O-01013,3/27/2025,C017,P011,W2,60,Freight,Delivered,4/1/2025,5,,0
O-01014,1/11/2025,C098,P008,W2,36,Ground,Pending,,,,0
O-01015,1/23/2025,C029,P008,W1,95,Ground,In Transit,,,,0
O-01016,5/18/2025,C048,P005,W2,57,Air,Delivered,5/24/2025,6,,0
O-01017,5/10/2025,C064,P013,W2,18,Ground,Pending,,,,0
O-01018,4/23/2025,C043,P005,W1,17,Ground,In Transit,,,,0
O-01019,3/6/2025,C011,P009,W3,70,Freight,Pending,,,,0
O-01020,6/5/2025,C064,P013,W2,2,Ground,Pending,,,,0
O-01021,5/23/2025,C065,P002,W2,32,Air,In Transit,,,,0
O-01022,6/11/2025,C093,P001,W2,74,Air,Delivered,6/17/2025,6,,0
O-01023,5/5/2025,C075,P008,W3,57,Ground,In Transit,,,,0
O-01024,5/30/2025,C009,P007,W3,62,Ground,Delivered,6/1/2025,2,,0
O-01025,1/4/2025,C037,P007,W3,78,Freight,Delivered,1/7/2025,3,,0
O-01026,3/15/2025,C077,P008,W1,95,Air,Delivered,3/22/2025,7,,0
O-01027,4/7/2025,C035,P001,W1,90,Ground,Delivered,4/9/2025,2,,0
O-01028,6/5/2025,C073,P008,W1,41,Air,Pending,,,,0
O-01029,5/18/2025,C089,P008,W3,45,Freight,In Transit,,,,0
O-01030,5/21/2025,C004,P010,W1,90,Freight,In Transit,,,,0
O-01031,5/25/2025,C045,P013,W3,1,Air,Pending,,,,0
O-01032,3/23/2025,C068,P009,W1,90,Freight,Pending,,,,0
O-01033,2/20/2025,C094,P014,W3,29,Freight,Delivered,2/27/2025,7,,0
O-01034,4/15/2025,C074,P008,W1,30,Freight,Delivered,4/18/2025,3,,0
O-01035,6/11/2025,C005,P012,W2,14,Ground,Pending,,,,0
O-01036,3/31/2025,C075,P015,W1,62,Air,Pending,,,,0
O-01037,2/3/2025,C032,P012,W2,59,Ground,Delivered,2/9/2025,6,,0
O-01038,5/17/2025,C030,P012,W3,91,Air,In Transit,,,,0
O-01039,4/24/2025,C056,P001,W1,79,Freight,Delivered,4/30/2025,6,,0
O-01040,2/1/2025,C016,P011,W1,84,Ground,Pending,,,,0
O-01041,3/10/2025,C032,P003,W2,53,Air,Pending,,,,0
O-01042,5/1/2025,C070,P009,W3,56,Ground,Delivered,5/3/2025,2,,0
O-01043,2/10/2025,C080,P012,W3,95,Ground,In Transit,,,,0
O-01044,6/4/2025,C079,P008,W2,32,Ground,In Transit,,,,0
O-01045,3/25/2025,C093,P001,W1,77,Ground,Pending,,,,0
O-01046,3/3/2025,C056,P012,W3,34,Ground,Delivered,3/10/2025,7,,0
O-01047,1/6/2025,C080,P009,W2,20,Freight,In Transit,,,,0
O-01048,5/2/2025,C087,P011,W2,69,Ground,Pending,,,,0
O-01049,4/6/2025,C069,P004,W3,18,Air,Delivered,4/10/2025,4,,0
O-01050,3/30/2025,C023,P011,W3,100,Ground,Pending,,,,0
O-01051,6/3/2025,C047,P012,W2,49,Air,Delivered,6/5/2025,2,,0
O-01052,3/31/2025,C056,P010,W2,88,Freight,Delivered,4/5/2025,5,,0
O-01053,6/18/2025,C016,P010,W3,82,Air,Delivered,6/25/2025,7,,0
O-01054,2/21/2025,C014,P014,W1,49,Ground,Delivered,2/26/2025,5,,0
O-01055,5/29/2025,C042,P013,W1,62,Freight,Delivered,6/4/2025,6,,0
O-01056,6/23/2025,C077,P003,W1,49,Ground,Pending,,,,0
O-01057,4/16/2025,C095,P010,W2,36,Ground,Delivered,4/21/2025,5,,0
O-01058,2/12/2025,C013,P008,W3,78,Ground,Pending,,,,0
O-01059,2/3/2025,C034,P012,W1,95,Air,Pending,,,,0
O-01060,3/8/2025,C011,P009,W3,36,Freight,In Transit,,,,0
O-01061,2/18/2025,C037,P009,W1,64,Air,Delivered,2/23/2025,5,,0
O-01062,5/14/2025,C032,P005,W1,93,Air,Pending,,,,0
O-01063,5/19/2025,C052,P003,W2,58,Ground,Delivered,5/26/2025,7,,0
O-01064,1/14/2025,C062,P004,W3,1,Air,In Transit,,,,0
O-01065,3/21/2025,C042,P011,W2,8,Freight,Pending,,,,0
O-01066,5/8/2025,C070,P011,W1,24,Freight,In Transit,,,,0
O-01067,4/19/2025,C004,P006,W1,77,Ground,In Transit,,,,0
O-01068,3/28/2025,C031,P008,W2,31,Air,In Transit,,,,0
O-01069,6/26/2025,C086,P012,W1,89,Freight,Pending,,,,0
O-01070,3/2/2025,C020,P007,W3,14,Air,In Transit,,,,0
O-01071,4/13/2025,C009,P006,W3,100,Freight,In Transit,,,,0
